Model,Subset Accuracy,Weighted Precision,Weighted Recall,Weighted F1,Micro F1,Macro F1,Hamming Loss
XGBoost,0.9846946073523101,0.992838548425731,0.9861868411486732,0.9894711866221833,0.9895139965350597,0.9909444263817286,0.0023499601528495823
